
Thu, 24 Mar 2016 12:40:20 PM,
4935,
4935,sextet_rand,11,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,WEB,SPIDER,THEMATIC,BASE,7.40275864024,WEB,SPIDER,6.683467492,0.131177939475,0.588113208767,4,1,0,2,3,5,
4935,sextet_rand,12,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,DONUT,CAKE,TAXONOMIC,BASE,16.2418082692,DONUT,CAKE,12.7611335833,0.225102348719,3.25557233719,5,2,4,0,1,3,
4935,sextet_rand,13,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,PIG,COW,TAXONOMIC,BASE,9.16139168199,PIG,COW,5.44834609376,0.229933925904,3.48311166232,1,5,0,3,4,2,
4935,sextet_rand,14,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,BUS,BASE,TAXONOMIC,5.52558676433,TRUCK,BUS,2.12279899046,0.219867202453,3.18292057142,4,3,1,5,0,2,
4935,sextet_rand,15,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,7.45192160551,RIVER,GLASS,GLASS,LAKE,5.2788654766,0.170165261254,0.387915959582,0.179393394385,1.43558151368,5,0,3,1,2,4,
4935,sextet_rand,16,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,13.9362065671,CITY,VILLAGE,5.10516343731,0.375324196648,8.45571893314,3,1,5,4,0,2,
4935,sextet_rand,17,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,KNIFE,CHISEL,TAXONOMIC,BASE,15.9086810793,KNIFE,CHISEL,7.13445218187,0.640254775062,8.13397412235,4,0,5,3,2,1,
4935,sextet_rand,18,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,FIREMAN,BASE,TAXONOMIC,9.75435401406,POLICE,FIREMAN,7.31758463522,0.136205175892,2.30056420295,0,1,3,2,4,5,
4935,sextet_rand,19,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,16.7811203673,SILVER,GOLD,6.95449001621,0.12465792615,9.70197242498,2,4,1,5,0,3,
4935,sextet_rand,20,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,BUFFALO,COW,TAXONOMIC,BASE,6.33128149668,BUFFALO,COW,4.62761401385,0.38600968197,1.31765780086,5,4,0,2,3,1,
4935,sextet_rand,21,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,LEMONADE,MILK,TAXONOMIC,BASE,9.21370010544,LEMONADE,MILK,8.29725288041,0.149033651687,0.76741357334,5,4,1,0,3,2,
4935,sextet_rand,22,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,GLOVE,SHOE,TAXONOMIC,BASE,35.1955239214,GLOVE,SHOE,20.1862143464,0.193432577886,14.8158769971,3,5,1,0,4,2,
4935,sextet_rand,23,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,MOUSE,BASE,THEMATIC,28.3431985485,COUCH,SALON,ATHLETE,COUCH,SALON,ATHLETE,ATHLETE,COMPUTER,MOUSE,6.43924211059,5.95817544265,0.1263923808,0.417064001318,0.51901245676,2.42627955368,1.97484163428,2.45442976197,0.210649664048,7.81711154245,3,4,0,1,2,5,
4935,sextet_rand,24,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,JUICE,BEER,TAXONOMIC,BASE,5.3264542236,JUICE,BEER,3.06140810298,0.0785781773739,2.18646794325,5,3,4,2,0,1,
4935,sextet_rand,25,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,WINGS,FLY,THEMATIC,BASE,26.7784274775,ANT,WINGS,FLY,ANT,FLY,23.3162395144,2.06179644354,0.274934730493,0.334666646551,0.356345839798,0.434444302693,3,4,1,5,2,0,
4935,sextet_rand,26,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PEN,PENCIL,TAXONOMIC,BASE,12.9940977558,PEN,PENCIL,8.09321890818,0.351672512013,4.54920633556,3,1,0,4,5,2,
4935,sextet_rand,27,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,CHOCOLATE,BASE,THEMATIC,9.23796062032,COOKIE,CHOCOLATE,2.4649493834,0.206296477467,6.56671475945,5,2,1,3,4,0,
4935,sextet_rand,28,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,AIRPLANE,BASE,TAXONOMIC,19.428301373,SUBMARINE,AIRPLANE,4.88577462453,0.167047282215,14.3754794663,0,2,1,4,5,3,
4935,sextet_rand,29,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,BUTCHER,SURGEON,TAXONOMIC,BASE,15.368141389,BUTCHER,SURGEON,3.2798980712,0.183540327009,11.9047029908,5,3,2,0,1,4,
4935,sextet_rand,30,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,37.7815027488,TUB,STEW,STEW,TUB,ROBBERY,BANK,ROBBERY,BANK,TREASON,BANK,TREASON,BANK,ROBBERY,TREASON,11.2443286744,0.712964808568,1.21188586438,0.465349973179,2.03540485725,0.213653756771,2.06393744703,0.0857699238695,9.90574055165,0.0871918522753,1.02989128465,0.405258519575,5.87099617068,0.243107371964,2.2060216926,4,3,0,2,1,5,
4935,sextet_rand,31,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SAD,BASE,TAXONOMIC,11.2427455168,HAPPY,SAD,9.35775022116,0.150539339986,1.73445595568,5,3,1,0,4,2,
4935,sextet_rand,32,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,RAIN,SNOW,TAXONOMIC,BASE,10.1609669239,RAIN,SNOW,5.86588616716,0.135639715474,4.15944104129,4,0,5,3,1,2,
4935,sextet_rand,33,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,SOFA,CHAIR,TAXONOMIC,BASE,12.4281610018,SOFA,CHAIR,7.55465899222,0.103854402434,4.76964760711,4,5,1,0,2,3,
4935,sextet_rand,34,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,ONION,GARLIC,TAXONOMIC,BASE,3.67230725894,ONION,GARLIC,2.16878604097,0.123287644237,1.38023357373,2,0,5,3,4,1,
4935,sextet_rand,35,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,CAN,BASE,TAXONOMIC,9.44086466543,BOTTLE,CAN,8.83837524755,0.276454323437,0.326035094447,0,2,3,5,1,4,
4935,sextet_rand,36,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,COURT,SCHOOL,TAXONOMIC,UNRELATED,50.7946857959,GRASS,FIELD,GRASS,FIELD,COURT,SCHOOL,44.3981806603,0.469362492673,4.33534069685,0.108835952356,0.0877318205312,0.125667677261,1.2695664959,0,1,3,4,5,2,
4935,sextet_rand,37,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,BAGEL,CROUTONS,TAXONOMIC,BASE,12.635439089,BAGEL,CROUTONS,7.76369570242,0.284750174265,4.58699321235,5,3,4,2,1,0,
4935,sextet_rand,38,DOG,CAT,BONE,POND,HOOD,QUEEN,CAT,DOG,TAXONOMIC,BASE,8.57047070283,CAT,DOG,2.18584322138,0.066563793458,6.318063688,4,1,0,2,5,3,
4935,sextet_rand,39,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,PIN,NEEDLE,TAXONOMIC,BASE,26.450682757,PIN,NEEDLE,14.8825000511,0.10725742951,11.4609252764,3,5,4,0,2,1,
4935,sextet_rand,40,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,TAXONOMIC,BASE,8.15241913265,DRESS,PANTS,4.82751330407,0.312680555042,3.01222527353,5,4,3,2,0,1,
4935,sextet_rand,41,BICYCLE,CAR,HELMET,FISH,BEER,BANK,CAR,BICYCLE,TAXONOMIC,BASE,6.2319756099,CAR,BICYCLE,3.87779196212,0.17805026006,2.17613338772,4,0,5,3,1,2,
4935,sextet_rand,42,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BUTTERFLY,BEE,TAXONOMIC,BASE,4.42953062011,BUTTERFLY,BEE,3.71228016354,0.154298262205,0.562952194363,1,5,4,3,0,2,
4935,sextet_rand,43,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,LADLE,BASE,TAXONOMIC,3.99021700025,SPOON,LADLE,3.05956042372,0.196867718361,0.733788858168,0,4,1,5,2,3,
4935,sextet_rand,44,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,BASE,TAXONOMIC,7.38423781702,WAITRESS,STEWARDESS,2.10303302808,0.0591081879102,5.22209660104,5,0,1,4,2,3,
4935,sextet_rand,45,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,SCISSORS,LAWNMOWER,TAXONOMIC,BASE,17.211285973,SCISSORS,LAWNMOWER,14.0386009682,0.155172607861,3.01751239691,3,0,2,5,1,4,
4935,sextet_rand,46,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BAT,BIRD,TAXONOMIC,BASE,7.8064101655,BAT,BIRD,6.92540653236,0.0907355821691,0.790268050972,4,3,0,5,1,2,
4935,sextet_rand,47,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,SHIP,CAPTAIN,THEMATIC,BASE,54.1499596429,SHIP,CAPTAIN,50.4318596702,0.184127307031,3.53397266567,3,2,4,5,1,0,
4935,sextet_rand,48,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,MISSILE,ROCKET,TAXONOMIC,BASE,4.44153143186,MISSILE,ROCKET,2.77948622545,0.0616219718941,1.60042323451,1,4,5,3,2,0,
4935,sextet_rand,49,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,TOAST,BISCUITS,TAXONOMIC,BASE,10.4367789794,TOAST,GRAVY,BISCUITS,GRAVY,BISCUITS,7.49175380869,0.487814785447,1.61007380811,0.233691524714,0.142577865161,0.47086718725,4,1,5,0,3,2,
4935,sextet_rand,50,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,ALCOHOL,BASE,TAXONOMIC,3.87733674608,CIGARETTES,ALCOHOL,2.92703339038,0.431671293918,0.518632061779,0,2,3,1,5,4,
4935,sextet_rand,51,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,5.75902767247,RECEPTIONIST,HOSTESS,4.88249376137,0.0690047424287,0.807529168669,1,3,4,5,2,0,
4935,sextet_rand,52,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,3.56743151788,PANDA,RACOON,2.35379927978,0.297763053793,0.915869184304,0,4,1,3,2,5,
4935,sextet_rand,53,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,FLOSS,TOOTHBRUSH,THEMATIC,BASE,9.69230033224,FLOSS,TOOTHBRUSH,7.97865750082,0.251472084783,1.46217074664,1,2,0,5,3,4,
4935,sextet_rand,54,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,HARP,SAXOPHONE,TAXONOMIC,BASE,6.41621448612,JAZZ,JAZZ,HARP,SAXOPHONE,2.49891112419,3.19135811878,0.118533867877,0.0657851262949,0.541626248974,2,5,0,4,1,3,
4935,sextet_rand,55,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,9.337004303,PENGUIN,GOOSE,5.07455969881,0.196308879182,4.06613572501,3,0,2,5,4,1,
4935,sextet_rand,56,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,BOWL,BASE,TAXONOMIC,10.6172072864,CUP,BOWL,10.0821791822,0.229178433307,0.305849670898,1,3,2,5,4,0,
4935,sextet_rand,57,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BAGEL,BASE,TAXONOMIC,7.43408211647,TORTILLA,BAGEL,1.73628675099,0.720724001527,4.97707136394,2,0,1,3,4,5,
4935,sextet_rand,58,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,BIKE,CAR,TAXONOMIC,BASE,9.11487989221,BIKE,CAR,2.05863045948,0.168498013169,6.88775141956,5,1,0,3,4,2,
4935,sextet_rand,59,CROWN,HAT,KING,SHOVEL,NOSE,TENT,TENT,HAT,UNRELATED,TAXONOMIC,19.9900580887,TENT,HAT,8.39495541528,0.227834967431,11.367267706,0,1,2,4,3,5,
