"pid","cond","trial","base","tax","the","unr1","unr2","unr3","sel1","sel2","seltype1","seltype2","rt","tax_sel","the_sel","unr_sel"
4742,"sextet_rand",13,"RABBI","PASTOR","TEMPLE","DRIVEWAY","GLOVES","APPLE","RABBI","PASTOR","BASE","TAXONOMIC",5.2744713225,1,0,0
4742,"sextet_rand",14,"CROUTONS","BAGEL","SALAD","METAL","SHARK","SPOT","SALAD","CROUTONS","THEMATIC","BASE",16.3317183989,0,1,0
4742,"sextet_rand",15,"POLICE","FIREMAN","HANDCUFFS","CARAVAN","CRAB","LAUNDRY","POLICE","FIREMAN","BASE","TAXONOMIC",7.80744737062,1,0,0
4742,"sextet_rand",16,"CHAIR","SOFA","LEGS","BREAD","BALL","KEYBOARD","LEGS","CHAIR","THEMATIC","BASE",20.0244819166,0,1,0
4742,"sextet_rand",17,"COCONUT","ORANGE","BEACH","CYMBAL","SOCIETY","ROD","COCONUT","ORANGE","BASE","TAXONOMIC",13.7957323089,1,0,0
4742,"sextet_rand",18,"HAPPY","SAD","SMILE","ROOF","SEED","KEY","SMILE","HAPPY","THEMATIC","BASE",12.0445451102,0,1,0
4742,"sextet_rand",19,"RECEPTIONIST","HOSTESS","TELEPHONE","PARK","HAND","STRING","HOSTESS","RECEPTIONIST","TAXONOMIC","BASE",19.0376404212,1,0,0
4742,"sextet_rand",20,"COW","PIG","GRASS","CHISEL","PARCEL","HOTEL","COW","PIG","BASE","TAXONOMIC",12.1037153425,1,0,0
4742,"sextet_rand",21,"CUP","BOWL","TEA","LAMP","PHONE","TRUCK","BOWL","CUP","TAXONOMIC","BASE",2.96830980788,1,0,0
4742,"sextet_rand",22,"SHIP","CANOE","SAILOR","UMBRELLA","BANANA","CHAIR","SHIP","CANOE","BASE","TAXONOMIC",5.0237078869,1,0,0
4742,"sextet_rand",23,"LAWNMOWER","SCISSORS","GRASS","BOMB","AUNT","INTERNET","SCISSORS","LAWNMOWER","TAXONOMIC","BASE",13.9461956673,1,0,0
4742,"sextet_rand",24,"PACKAGE","CRATE","DELIVERY","TROUT","CHILD","BILL","PACKAGE","CRATE","BASE","TAXONOMIC",21.695806335,1,0,0
4742,"sextet_rand",25,"BEE","BUTTERFLY","HONEY","ASPHALT","COACH","PLIERS","BUTTERFLY","BEE","TAXONOMIC","BASE",10.91806674,1,0,0
4742,"sextet_rand",26,"PANTS","DRESS","POCKET","ICE","TEETH","DOG","DRESS","PANTS","TAXONOMIC","BASE",20.2200121435,1,0,0
4742,"sextet_rand",27,"BEER","JUICE","PARTY","SHOP","SNOW","WOUND","BEER","JUICE","BASE","TAXONOMIC",12.2759154275,1,0,0
4742,"sextet_rand",28,"SPIDER","BEE","WEB","PEPPER","SHED","TOILET","BEE","SPIDER","TAXONOMIC","BASE",5.82586583396,1,0,0
4742,"sextet_rand",29,"CROWN","HAT","KING","SHOVEL","NOSE","TENT","HAT","CROWN","TAXONOMIC","BASE",7.38271199078,1,0,0
4742,"sextet_rand",30,"BICYCLE","CAR","HELMET","FISH","BEER","BANK","BICYCLE","CAR","BASE","TAXONOMIC",7.97592330682,1,0,0
4742,"sextet_rand",31,"BIRD","BAT","NEST","BONE","RAIN","BRACKET","BAT","BIRD","TAXONOMIC","BASE",10.9719316576,1,0,0
4742,"sextet_rand",32,"COMPUTER","TABLET","MOUSE","ATHLETE","COUCH","SALON","TABLET","COMPUTER","TAXONOMIC","BASE",19.774320688,1,0,0
4742,"sextet_rand",33,"CAKE","DONUT","CANDLE","BROCHURE","LAKE","DRUM","DONUT","CAKE","TAXONOMIC","BASE",12.3208707271,1,0,0
4742,"sextet_rand",34,"SHOE","GLOVE","FOOT","WALL","CARD","TIGER","GLOVE","SHOE","TAXONOMIC","BASE",17.9057282831,1,0,0
4742,"sextet_rand",35,"DOG","CAT","BONE","POND","HOOD","QUEEN","DOG","CAT","BASE","TAXONOMIC",16.8370104709,1,0,0
4742,"sextet_rand",36,"ROCKET","MISSILE","ASTRONAUT","BUG","CHEESE","WATER","ROCKET","MISSILE","BASE","TAXONOMIC",6.91619721669,1,0,0
4742,"sextet_rand",37,"OVEN","MICROWAVE","PAN","SCREEN","BASKETBALL","BOOT","MICROWAVE","OVEN","TAXONOMIC","BASE",21.4434736519,1,0,0
4742,"sextet_rand",38,"CAR","BIKE","SEATBELT","SHRIMP","COTTON","BISCUIT","CAR","BIKE","BASE","TAXONOMIC",15.1649795601,1,0,0
4742,"sextet_rand",39,"SURGEON","BUTCHER","KIDNEY","PENGUIN","MOVIE","HOUSE","SURGEON","BUTCHER","BASE","TAXONOMIC",15.4662677997,1,0,0
4742,"sextet_rand",40,"ROBBERY","TREASON","BANK","STEW","TUB","SHORE","TREASON","ROBBERY","TAXONOMIC","BASE",25.4792114432,1,0,0
4742,"sextet_rand",41,"FIELD","COURT","GRASS","GAS","TOAD","SCHOOL","GRASS","FIELD","THEMATIC","BASE",20.5229192903,0,1,0
4742,"sextet_rand",42,"CAMEL","ANTELOPE","DESERT","CORK","ENGINE","PAMPHLET","CAMEL","ANTELOPE","BASE","TAXONOMIC",10.9595322848,1,0,0
4742,"sextet_rand",43,"PENGUIN","GOOSE","ICE","VOLCANO","HEAD","BRICK","GOOSE","PENGUIN","TAXONOMIC","BASE",29.9778487802,1,0,0
4742,"sextet_rand",44,"SILVER","GOLD","BULLET","STAIRS","BALLOON","LIBRARY","SILVER","GOLD","BASE","TAXONOMIC",9.32237905868,1,0,0
4742,"sextet_rand",45,"MILK","LEMONADE","COW","GUITAR","LEAF","WINDOW","MILK","LEMONADE","BASE","TAXONOMIC",33.8640763489,1,0,0
4742,"sextet_rand",46,"CITY","VILLAGE","AIRPORT","WHALE","NECK","CABINET","CITY","VILLAGE","BASE","TAXONOMIC",21.916025394,1,0,0
4742,"sextet_rand",47,"BISCUITS","TOAST","GRAVY","SNAIL","PELICAN","DANCE","BISCUITS","TOAST","BASE","TAXONOMIC",16.9838026509,1,0,0
4742,"sextet_rand",48,"MONKEY","BEAR","BANANA","AIRPLANE","HAMMER","PLUG","MONKEY","BEAR","BASE","TAXONOMIC",17.8792086622,1,0,0
4742,"sextet_rand",49,"NEEDLE","PIN","THREAD","WAX","HYDRANT","WRIST","NEEDLE","PIN","BASE","TAXONOMIC",6.99961861326,1,0,0
4742,"sextet_rand",50,"COOKIE","BISCUIT","CHOCOLATE","PAGE","WAVE","FUR","BISCUIT","COOKIE","TAXONOMIC","BASE",5.81233256393,1,0,0
4742,"sextet_rand",51,"PENCIL","PEN","ERASER","FLUTE","MINT","SHEEP","PEN","PENCIL","TAXONOMIC","BASE",6.10486678612,1,0,0
4742,"sextet_rand",52,"RIVER","LAKE","RAPIDS","GLASS","BUDGET","FEATHER","RIVER","RAPIDS","BASE","THEMATIC",7.7656156681,0,1,0
4742,"sextet_rand",53,"WAITRESS","STEWARDESS","RESTAURANT","SWAN","BEACH","CALCIUM","WAITRESS","STEWARDESS","BASE","TAXONOMIC",6.68741152291,1,0,0
4742,"sextet_rand",54,"TRUCK","BUS","TRAILER","CLIMATE","CACTUS","CLUB","BUS","TRUCK","TAXONOMIC","BASE",21.9905613404,1,0,0
4742,"sextet_rand",55,"COW_2","BUFFALO","FARM","SKY","SLIDE","CHALK","COW","BUFFALO","BASE","TAXONOMIC",8.38421966023,1,0,0
4742,"sextet_rand",56,"FOOTBALL","BASEBALL","QUARTERBACK","CLOUD","PLANT","NECKLACE","FOOTBALL","BASEBALL","BASE","TAXONOMIC",8.07446741592,1,0,0
4742,"sextet_rand",57,"TORTILLA","BAGEL","BEANS","COLD","KNOB","SALESMAN","TORTILLA","BAGEL","BASE","TAXONOMIC",11.5454426271,1,0,0
4742,"sextet_rand",58,"CIGARETTES","ALCOHOL","LUNGS","OUTLET","SOCK","CARPET","ALCOHOL","CIGARETTES","TAXONOMIC","BASE",9.84880598141,1,0,0
4742,"sextet_rand",59,"TOOTHBRUSH","COMB","FLOSS","CAKE","CUP","GLASSES","COMB","FLOSS","TAXONOMIC","THEMATIC",22.7579270174,0,0,1
4751,"sextet_rand",1,"BEER","JUICE","PARTY","SHOP","SNOW","WOUND","PARTY","BEER","THEMATIC","BASE",3.84316562908,0,1,0
4751,"sextet_rand",2,"CAR","BIKE","SEATBELT","SHRIMP","COTTON","BISCUIT","CAR","SEATBELT","BASE","THEMATIC",7.79850563934,0,1,0
4751,"sextet_rand",3,"SUBMARINE","AIRPLANE","OCEAN","SHEET","CROW","DOCTOR","SUBMARINE","OCEAN","BASE","THEMATIC",8.10378784567,0,1,0
4751,"sextet_rand",4,"CITY","VILLAGE","AIRPORT","WHALE","NECK","CABINET","CITY","VILLAGE","BASE","TAXONOMIC",7.28086650273,1,0,0
4751,"sextet_rand",5,"SHOE","GLOVE","FOOT","WALL","CARD","TIGER","SHOE","FOOT","BASE","THEMATIC",3.47110267117,0,1,0
4751,"sextet_rand",6,"CAKE","DONUT","CANDLE","BROCHURE","LAKE","DRUM","CAKE","CANDLE","BASE","THEMATIC",7.50391980814,0,1,0
4751,"sextet_rand",7,"RABBI","PASTOR","TEMPLE","DRIVEWAY","GLOVES","APPLE","RABBI","TEMPLE","BASE","THEMATIC",8.16440781101,0,1,0
4751,"sextet_rand",8,"CROWN","HAT","KING","SHOVEL","NOSE","TENT","CROWN","KING","BASE","THEMATIC",6.05193017446,0,1,0
4751,"sextet_rand",9,"SPOON","LADLE","CEREAL","LION","TREE","STEREO","CEREAL","SPOON","THEMATIC","BASE",12.8609994319,0,1,0
4751,"sextet_rand",10,"SHIP","CANOE","SAILOR","UMBRELLA","BANANA","CHAIR","SAILOR","SHIP","THEMATIC","BASE",4.62384607337,0,1,0
4751,"sextet_rand",11,"BEE","BUTTERFLY","HONEY","ASPHALT","COACH","PLIERS","HONEY","BEE","THEMATIC","BASE",4.41358047989,0,1,0
4751,"sextet_rand",12,"PANTS","DRESS","POCKET","ICE","TEETH","DOG","PANTS","POCKET","BASE","THEMATIC",6.52568798591,0,1,0
4751,"sextet_rand",13,"COCONUT","ORANGE","BEACH","CYMBAL","SOCIETY","ROD","COCONUT","ORANGE","BASE","TAXONOMIC",11.7273131172,1,0,0
4751,"sextet_rand",14,"SNOW","RAIN","SLED","CEMETARY","WORK","NOVEL","RAIN","SNOW","TAXONOMIC","BASE",5.83106255933,1,0,0
4751,"sextet_rand",15,"WAITRESS","STEWARDESS","RESTAURANT","SWAN","BEACH","CALCIUM","WAITRESS","RESTAURANT","BASE","THEMATIC",4.52833849131,0,1,0
4751,"sextet_rand",16,"CROUTONS","BAGEL","SALAD","METAL","SHARK","SPOT","CROUTONS","SALAD","BASE","THEMATIC",7.97696748548,0,1,0
4751,"sextet_rand",17,"BICYCLE","CAR","HELMET","FISH","BEER","BANK","BICYCLE","HELMET","BASE","THEMATIC",6.48080320313,0,1,0
4751,"sextet_rand",18,"ROBBERY","TREASON","BANK","STEW","TUB","SHORE","ROBBERY","BANK","BASE","THEMATIC",8.31314830782,0,1,0
4751,"sextet_rand",19,"SILVER","GOLD","BULLET","STAIRS","BALLOON","LIBRARY","GOLD","SILVER","TAXONOMIC","BASE",5.58815727968,1,0,0
4751,"sextet_rand",20,"PACKAGE","CRATE","DELIVERY","TROUT","CHILD","BILL","DELIVERY","PACKAGE","THEMATIC","BASE",8.00450347553,0,1,0
4751,"sextet_rand",21,"PANDA","RACOON","BAMBOO","WHIP","FENDER","LAW","PANDA","BAMBOO","BASE","THEMATIC",7.32692689687,0,1,0
4751,"sextet_rand",22,"SURGEON","BUTCHER","KIDNEY","PENGUIN","MOVIE","HOUSE","KIDNEY","SURGEON","THEMATIC","BASE",4.19368454019,0,1,0
4751,"sextet_rand",23,"NEEDLE","PIN","THREAD","WAX","HYDRANT","WRIST","NEEDLE","THREAD","BASE","THEMATIC",4.55047315793,0,1,0
4751,"sextet_rand",24,"CHAIR","SOFA","LEGS","BREAD","BALL","KEYBOARD","CHAIR","SOFA","BASE","TAXONOMIC",15.4138062661,1,0,0
4751,"sextet_rand",25,"TRUCK","BUS","TRAILER","CLIMATE","CACTUS","CLUB","BUS","TRUCK","TAXONOMIC","BASE",2.87142565806,1,0,0
4751,"sextet_rand",26,"CRIB","BED","BABY","FERRY","BOWL","PATIO","CRIB","BABY","BASE","THEMATIC",8.07138950579,0,1,0
4751,"sextet_rand",27,"COW_2","BUFFALO","FARM","SKY","SLIDE","CHALK","COW","BUFFALO","BASE","TAXONOMIC",3.1628782913,1,0,0
4751,"sextet_rand",28,"TOOTHBRUSH","COMB","FLOSS","CAKE","CUP","GLASSES","TOOTHBRUSH","FLOSS","BASE","THEMATIC",4.77566745994,0,1,0
4751,"sextet_rand",29,"MONKEY","BEAR","BANANA","AIRPLANE","HAMMER","PLUG","MONKEY","BEAR","BASE","TAXONOMIC",7.32062275949,1,0,0
4751,"sextet_rand",30,"SAXOPHONE","HARP","JAZZ","SODA","HAIR","PILOT","SAXOPHONE","JAZZ","BASE","THEMATIC",2.04190817851,0,1,0
4751,"sextet_rand",31,"LAWNMOWER","SCISSORS","GRASS","BOMB","AUNT","INTERNET","GRASS","LAWNMOWER","THEMATIC","BASE",5.68211282953,0,1,0
4751,"sextet_rand",32,"POLICE","FIREMAN","HANDCUFFS","CARAVAN","CRAB","LAUNDRY","FIREMAN","POLICE","TAXONOMIC","BASE",7.76357332888,1,0,0
4751,"sextet_rand",33,"FLY","ANT","WINGS","CEREAL","BUSINESS","CONCRETE","FLY","WINGS","BASE","THEMATIC",5.10052222174,0,1,0
4751,"sextet_rand",34,"OVEN","MICROWAVE","PAN","SCREEN","BASKETBALL","BOOT","MICROWAVE","OVEN","TAXONOMIC","BASE",5.07190100098,1,0,0
4751,"sextet_rand",35,"COW","PIG","GRASS","CHISEL","PARCEL","HOTEL","COW","PIG","BASE","TAXONOMIC",1.78094198549,1,0,0
4751,"sextet_rand",36,"ROCKET","MISSILE","ASTRONAUT","BUG","CHEESE","WATER","ASTRONAUT","ROCKET","THEMATIC","BASE",5.54840764415,0,1,0
4751,"sextet_rand",37,"CUP","BOWL","TEA","LAMP","PHONE","TRUCK","TEA","CUP","THEMATIC","BASE",2.34573634787,0,1,0
4751,"sextet_rand",38,"BIRD","BAT","NEST","BONE","RAIN","BRACKET","NEST","BIRD","THEMATIC","BASE",2.92882535534,0,1,0
4751,"sextet_rand",39,"COOKIE","BISCUIT","CHOCOLATE","PAGE","WAVE","FUR","COOKIE","CHOCOLATE","BASE","THEMATIC",7.92097415176,0,1,0
4751,"sextet_rand",40,"TORTILLA","BAGEL","BEANS","COLD","KNOB","SALESMAN","BEANS","TORTILLA","THEMATIC","BASE",2.84386053428,0,1,0
4751,"sextet_rand",41,"BISCUITS","TOAST","GRAVY","SNAIL","PELICAN","DANCE","GRAVY","BISCUITS","THEMATIC","BASE",8.28156571178,0,1,0
4751,"sextet_rand",42,"CAMEL","ANTELOPE","DESERT","CORK","ENGINE","PAMPHLET","CAMEL","DESERT","BASE","THEMATIC",7.22934883513,0,1,0
4751,"sextet_rand",43,"SHAMPOO","BLEACH","SHOWER","TEAM","SAUCE","CIRCLE","SHAMPOO","SHOWER","BASE","THEMATIC",3.37445026677,0,1,0
4751,"sextet_rand",44,"RIVER","LAKE","RAPIDS","GLASS","BUDGET","FEATHER","RIVER","RAPIDS","BASE","THEMATIC",6.12830717259,0,1,0
4751,"sextet_rand",45,"FIELD","COURT","GRASS","GAS","TOAD","SCHOOL","GRASS","FIELD","THEMATIC","BASE",7.21389571988,0,1,0
4751,"sextet_rand",46,"MILK","LEMONADE","COW","GUITAR","LEAF","WINDOW","MILK","COW","BASE","THEMATIC",4.78157001556,0,1,0
4751,"sextet_rand",47,"RECEPTIONIST","HOSTESS","TELEPHONE","PARK","HAND","STRING","TELEPHONE","RECEPTIONIST","THEMATIC","BASE",7.66716392612,0,1,0
4751,"sextet_rand",48,"BOTTLE","CAN","BABY","CLOCK","BERRY","BELL","CAN","BOTTLE","TAXONOMIC","BASE",4.04220713009,1,0,0
4751,"sextet_rand",49,"CIGARETTES","ALCOHOL","LUNGS","OUTLET","SOCK","CARPET","CIGARETTES","LUNGS","BASE","THEMATIC",5.98231517643,0,1,0
4751,"sextet_rand",50,"PENGUIN","GOOSE","ICE","VOLCANO","HEAD","BRICK","PENGUIN","ICE","BASE","THEMATIC",2.190524857,0,1,0
4751,"sextet_rand",51,"GARLIC","ONION","VAMPIRE","HOUSE","FOOT","CODE","GARLIC","VAMPIRE","BASE","THEMATIC",3.74984208203,0,1,0
4751,"sextet_rand",52,"CAPTAIN","PILOT","SHIP","EAR","BENCH","FREEZER","CAPTAIN","SHIP","BASE","THEMATIC",4.95854835995,0,1,0
4751,"sextet_rand",53,"SPIDER","BEE","WEB","PEPPER","SHED","TOILET","WEB","SPIDER","THEMATIC","BASE",5.68565224417,0,1,0
4751,"sextet_rand",54,"HAPPY","SAD","SMILE","ROOF","SEED","KEY","HAPPY","SMILE","BASE","THEMATIC",10.6095010322,0,1,0
4751,"sextet_rand",55,"FOOTBALL","BASEBALL","QUARTERBACK","CLOUD","PLANT","NECKLACE","FOOTBALL","QUARTERBACK","BASE","THEMATIC",12.3995337282,0,1,0
4751,"sextet_rand",56,"COMPUTER","TABLET","MOUSE","ATHLETE","COUCH","SALON","TABLET","COMPUTER","TAXONOMIC","BASE",5.06214782974,1,0,0
4751,"sextet_rand",57,"PENCIL","PEN","ERASER","FLUTE","MINT","SHEEP","PENCIL","PEN","BASE","TAXONOMIC",6.72812588146,1,0,0
4751,"sextet_rand",58,"DOG","CAT","BONE","POND","HOOD","QUEEN","CAT","DOG","TAXONOMIC","BASE",4.08928058276,1,0,0
4751,"sextet_rand",59,"CHISEL","KNIFE","SCULPTURE","HAMSTER","BOTTLE","MIRROR","SCULPTURE","CHISEL","THEMATIC","BASE",10.9779047301,0,1,0
4759,"sextet_rand",1,"ROBBERY","TREASON","BANK","STEW","TUB","SHORE","ROBBERY","BANK","BASE","THEMATIC",13.5634424059,0,1,0
4759,"sextet_rand",2,"SNOW","RAIN","SLED","CEMETARY","WORK","NOVEL","SNOW","SLED","BASE","THEMATIC",7.16924728698,0,1,0
4759,"sextet_rand",3,"COOKIE","BISCUIT","CHOCOLATE","PAGE","WAVE","FUR","COOKIE","CHOCOLATE","BASE","THEMATIC",3.59985558811,0,1,0
4759,"sextet_rand",4,"SHIP","CANOE","SAILOR","UMBRELLA","BANANA","CHAIR","SAILOR","SHIP","THEMATIC","BASE",5.63471506793,0,1,0
4759,"sextet_rand",5,"SPOON","LADLE","CEREAL","LION","TREE","STEREO","LADLE","SPOON","TAXONOMIC","BASE",5.00538614619,1,0,0
4759,"sextet_rand",6,"GARLIC","ONION","VAMPIRE","HOUSE","FOOT","CODE","ONION","GARLIC","TAXONOMIC","BASE",5.10706211201,1,0,0
4759,"sextet_rand",7,"CAKE","DONUT","CANDLE","BROCHURE","LAKE","DRUM","CAKE","DONUT","BASE","TAXONOMIC",5.56059654491,1,0,0
4759,"sextet_rand",8,"TRUCK","BUS","TRAILER","CLIMATE","CACTUS","CLUB","BUS","TRUCK","TAXONOMIC","BASE",3.51569047388,1,0,0
4759,"sextet_rand",9,"HAPPY","SAD","SMILE","ROOF","SEED","KEY","HAPPY","SMILE","BASE","THEMATIC",3.40448901798,0,1,0
4759,"sextet_rand",10,"TOOTHBRUSH","COMB","FLOSS","CAKE","CUP","GLASSES","TOOTHBRUSH","FLOSS","BASE","THEMATIC",9.65344689851,0,1,0
4759,"sextet_rand",11,"PANTS","DRESS","POCKET","ICE","TEETH","DOG","DRESS","PANTS","TAXONOMIC","BASE",9.30579630641,1,0,0
4759,"sextet_rand",12,"POLICE","FIREMAN","HANDCUFFS","CARAVAN","CRAB","LAUNDRY","POLICE","FIREMAN","BASE","TAXONOMIC",5.31772468844,1,0,0
4759,"sextet_rand",13,"CITY","VILLAGE","AIRPORT","WHALE","NECK","CABINET","VILLAGE","CITY","TAXONOMIC","BASE",13.313485362,1,0,0
4759,"sextet_rand",14,"CHAIR","SOFA","LEGS","BREAD","BALL","KEYBOARD","CHAIR","SOFA","BASE","TAXONOMIC",6.24915155534,1,0,0
4759,"sextet_rand",15,"SHOE","GLOVE","FOOT","WALL","CARD","TIGER","FOOT","SHOE","THEMATIC","BASE",5.43764283517,0,1,0
4759,"sextet_rand",16,"COCONUT","ORANGE","BEACH","CYMBAL","SOCIETY","ROD","ORANGE","COCONUT","TAXONOMIC","BASE",10.5256155631,1,0,0
4759,"sextet_rand",17,"MILK","LEMONADE","COW","GUITAR","LEAF","WINDOW","COW","MILK","THEMATIC","BASE",5.59101938172,0,1,0
4759,"sextet_rand",18,"NEEDLE","PIN","THREAD","WAX","HYDRANT","WRIST","NEEDLE","THREAD","BASE","THEMATIC",8.20158965637,0,1,0
4759,"sextet_rand",19,"RECEPTIONIST","HOSTESS","TELEPHONE","PARK","HAND","STRING","TELEPHONE","RECEPTIONIST","THEMATIC","BASE",6.32682541821,0,1,0
4759,"sextet_rand",20,"FLY","ANT","WINGS","CEREAL","BUSINESS","CONCRETE","FLY","ANT","BASE","TAXONOMIC",9.07883723602,1,0,0
4759,"sextet_rand",21,"RABBI","PASTOR","TEMPLE","DRIVEWAY","GLOVES","APPLE","RABBI","PASTOR","BASE","TAXONOMIC",8.34299643738,1,0,0
4759,"sextet_rand",22,"WAITRESS","STEWARDESS","RESTAURANT","SWAN","BEACH","CALCIUM","WAITRESS","RESTAURANT","BASE","THEMATIC",14.2620546017,0,1,0
4759,"sextet_rand",23,"CROUTONS","BAGEL","SALAD","METAL","SHARK","SPOT","SALAD","CROUTONS","THEMATIC","BASE",2.80094400745,0,1,0
4759,"sextet_rand",24,"SAXOPHONE","HARP","JAZZ","SODA","HAIR","PILOT","HARP","SAXOPHONE","TAXONOMIC","BASE",4.34508282826,1,0,0
4759,"sextet_rand",25,"RIVER","LAKE","RAPIDS","GLASS","BUDGET","FEATHER","RIVER","LAKE","BASE","TAXONOMIC",11.7583918303,1,0,0
4759,"sextet_rand",26,"SURGEON","BUTCHER","KIDNEY","PENGUIN","MOVIE","HOUSE","SURGEON","BUTCHER","BASE","TAXONOMIC",13.0207122797,1,0,0
4759,"sextet_rand",27,"SILVER","GOLD","BULLET","STAIRS","BALLOON","LIBRARY","GOLD","SILVER","TAXONOMIC","BASE",7.14324023589,1,0,0
4759,"sextet_rand",28,"LAWNMOWER","SCISSORS","GRASS","BOMB","AUNT","INTERNET","LAWNMOWER","GRASS","BASE","THEMATIC",6.42505860732,0,1,0
4759,"sextet_rand",29,"CHISEL","KNIFE","SCULPTURE","HAMSTER","BOTTLE","MIRROR","CHISEL","SCULPTURE","BASE","THEMATIC",6.98297515632,0,1,0
4759,"sextet_rand",30,"COW","PIG","GRASS","CHISEL","PARCEL","HOTEL","COW","PIG","BASE","TAXONOMIC",2.79880630102,1,0,0
4759,"sextet_rand",31,"CAR","BIKE","SEATBELT","SHRIMP","COTTON","BISCUIT","BIKE","CAR","TAXONOMIC","BASE",5.03634696859,1,0,0
4759,"sextet_rand",32,"PACKAGE","CRATE","DELIVERY","TROUT","CHILD","BILL","CRATE","PACKAGE","TAXONOMIC","BASE",6.06310488203,1,0,0
4759,"sextet_rand",33,"PENGUIN","GOOSE","ICE","VOLCANO","HEAD","BRICK","GOOSE","PENGUIN","TAXONOMIC","BASE",6.11242276596,1,0,0
4759,"sextet_rand",34,"TORTILLA","BAGEL","BEANS","COLD","KNOB","SALESMAN","BEANS","TORTILLA","THEMATIC","BASE",8.90100734077,0,1,0
4759,"sextet_rand",35,"BICYCLE","CAR","HELMET","FISH","BEER","BANK","HELMET","BICYCLE","THEMATIC","BASE",6.10552827371,0,1,0
4759,"sextet_rand",36,"CROWN","HAT","KING","SHOVEL","NOSE","TENT","CROWN","KING","BASE","THEMATIC",4.90548172554,0,1,0
4759,"sextet_rand",37,"OVEN","MICROWAVE","PAN","SCREEN","BASKETBALL","BOOT","OVEN","MICROWAVE","BASE","TAXONOMIC",5.55935801931,1,0,0
4759,"sextet_rand",38,"COMPUTER","TABLET","MOUSE","ATHLETE","COUCH","SALON","COMPUTER","MOUSE","BASE","THEMATIC",6.08772740651,0,1,0
4759,"sextet_rand",39,"FIELD","COURT","GRASS","GAS","TOAD","SCHOOL","GRASS","FIELD","THEMATIC","BASE",6.08947974973,0,1,0
4759,"sextet_rand",40,"SUBMARINE","AIRPLANE","OCEAN","SHEET","CROW","DOCTOR","SUBMARINE","OCEAN","BASE","THEMATIC",9.59397482625,0,1,0
4759,"sextet_rand",41,"ROCKET","MISSILE","ASTRONAUT","BUG","CHEESE","WATER","MISSILE","ROCKET","TAXONOMIC","BASE",3.29603211625,1,0,0
4759,"sextet_rand",42,"CRIB","BED","BABY","FERRY","BOWL","PATIO","CRIB","BABY","BASE","THEMATIC",6.16863414894,0,1,0
4759,"sextet_rand",43,"BIRD","BAT","NEST","BONE","RAIN","BRACKET","NEST","BIRD","THEMATIC","BASE",3.83164394823,0,1,0
4759,"sextet_rand",44,"PANDA","RACOON","BAMBOO","WHIP","FENDER","LAW","PANDA","BAMBOO","BASE","THEMATIC",2.38563800291,0,1,0
4759,"sextet_rand",45,"BEE","BUTTERFLY","HONEY","ASPHALT","COACH","PLIERS","BEE","HONEY","BASE","THEMATIC",3.20043422886,0,1,0
4759,"sextet_rand",46,"SHAMPOO","BLEACH","SHOWER","TEAM","SAUCE","CIRCLE","SHAMPOO","SHOWER","BASE","THEMATIC",3.00587678905,0,1,0
4759,"sextet_rand",47,"DOG","CAT","BONE","POND","HOOD","QUEEN","DOG","BONE","BASE","THEMATIC",7.95471982207,0,1,0
