
Wed, 17 Feb 2016 1:19:29 PM,
4747,
4747,sextet_base,35,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,BASE,THEMATIC,2.02927010789,BEACH,1.7019886405,0.327281467384,0,1,3,2,5,4,
4747,sextet_base,36,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,BASE,TAXONOMIC,1.72862314089,STEWARDESS,1.2016426777,0.526980463197,0,4,5,2,3,1,
4747,sextet_base,37,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,LADLE,BASE,TAXONOMIC,1.82328021729,LADLE,1.56019918187,0.263081035417,0,5,2,4,1,3,
4747,sextet_base,38,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,BASE,THEMATIC,1.80906064976,BEANS,1.4589307399,0.350129909857,0,5,4,3,1,2,
4747,sextet_base,39,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,CAR,BASE,TAXONOMIC,1.5394592916,CAR,1.23183281488,0.307626476715,0,4,3,1,2,5,
4747,sextet_base,40,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,CAN,BASE,TAXONOMIC,1.59455543947,CAN,1.5415065968,0.0530488426739,0,1,2,5,3,4,
4747,sextet_base,41,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,0.642759478709,LAKE,0.529309835663,0.113449643046,0,4,3,1,5,2,
4747,sextet_base,42,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,ANT,BASE,TAXONOMIC,2.29061437697,WINGS,ANT,WINGS,ANT,1.51570704202,0.198277734293,0.229883835957,0.00174702936783,0.344998735323,0,5,2,3,1,4,
4747,sextet_base,43,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,1.19312040565,BEAR,0.985271916827,0.207848488819,0,4,5,1,2,3,
4747,sextet_base,44,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,KNIFE,BASE,TAXONOMIC,1.79951472511,SCULPTURE,SCULPTURE,KNIFE,1.41347089742,0.276315353854,0.000287364324322,0.109441109511,0,5,2,3,1,4,
4747,sextet_base,45,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,BASE,THEMATIC,2.26401397624,SHOWER,2.08683467547,0.177179300765,0,2,3,4,1,5,
4747,sextet_base,46,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,LEMONADE,BASE,TAXONOMIC,0.976569214414,LEMONADE,0.727658748932,0.248910465481,0,2,5,1,3,4,
4747,sextet_base,47,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,2.22938392799,TREASON,1.84438030614,0.38500362185,0,4,5,2,1,3,
4747,sextet_base,48,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,1.60454134936,GOOSE,1.23273298029,0.371808369062,0,2,3,1,5,4,
4747,sextet_base,49,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,ALCOHOL,BASE,TAXONOMIC,4.55648364076,ALCOHOL,4.53042122046,0.0260624202929,0,4,1,3,2,5,
4747,sextet_base,50,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,0.967122609218,HOSTESS,0.776660985604,0.190461623613,0,2,4,1,3,5,
4747,sextet_base,51,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,1.5204608026,VILLAGE,1.42265695456,0.0978038480389,0,2,1,3,4,5,
4747,sextet_base,52,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,1.21267872538,BEE,1.06989276147,0.142785963908,0,3,2,4,1,5,
4747,sextet_base,53,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,TOAST,BASE,TAXONOMIC,1.67135951131,TOAST,1.5278269961,0.143532515212,0,1,3,5,2,4,
4747,sextet_base,54,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,SCISSORS,BASE,TAXONOMIC,1.48681832086,SCISSORS,1.34314742054,0.143670900317,0,1,2,3,4,5,
4747,sextet_base,55,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BED,BASE,TAXONOMIC,2.14519181238,BED,1.95352842326,0.191663389123,0,4,2,1,3,5,
4747,sextet_base,56,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,HAT,BASE,TAXONOMIC,4.28062151471,HAT,4.18972401107,0.0908975036436,0,1,4,5,2,3,
4747,sextet_base,57,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,1.64856966729,PIG,1.56412263172,0.084447035566,0,1,4,3,2,5,
4747,sextet_base,58,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,AIRPLANE,BASE,TAXONOMIC,2.22383461853,AIRPLANE,2.05424994604,0.169584672491,0,1,3,5,4,2,
4747,sextet_base,59,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,1.88606302945,DONUT,1.79183501315,0.0942280162999,0,4,5,2,3,1,
