4851,sextet_rand,12,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,5.07781356212,GARLIC,ONION,3.14646526519,1.13889118796,0.792457108968,1,0,3,2,5,4,
4851,sextet_rand,13,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,BUS,BASE,TAXONOMIC,11.7204417982,TRUCK,TRAILER,BUS,BUS,TRAILER,BUS,BUS,BUS,BUS,BUS,4.25216366735,1.07676839374,2.3763513196,0.000424754922278,0.55054152105,0.519459597999,0.000396945513785,0.489354644204,0.000406877370551,0.897993952152,1.55658012431,0,5,4,2,1,3,
4851,sextet_rand,14,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,10.5397574495,CITY,CITY,CITY,VILLAGE,6.4440634636,0.000467131030746,0.402646391536,0.39456744201,3.29801302135,5,1,2,4,3,0,
4851,sextet_rand,15,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,BANANA,MONKEY,THEMATIC,BASE,4.47031615942,BANANA,MONKEY,3.22111948556,0.499811955844,0.749384718016,5,4,1,0,3,2,
4851,sextet_rand,16,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,LUNGS,CIGARETTES,THEMATIC,BASE,5.99286193377,LUNGS,CIGARETTES,4.54312370589,0.473203035421,0.976535192458,1,0,5,3,4,2,
4851,sextet_rand,17,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,DELIVERY,PACKAGE,THEMATIC,BASE,7.60588810185,DELIVERY,PACKAGE,PACKAGE,PACKAGE,PACKAGE,PACKAGE,PACKAGE,PACKAGE,3.16043085954,0.481264769565,0.000414160895161,0.843964343076,0.000418133568019,1.6492223643,0.000415816204622,0.570658942685,0.89909871202,3,4,5,1,0,2,
4851,sextet_rand,18,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,BASE,THEMATIC,3.98759901302,SHAMPOO,SHOWER,3.09264058468,0.359332985943,0.535625442397,4,0,3,5,2,1,
4851,sextet_rand,19,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,19.1188724232,JUICE,JUICE,BEER,PARTY,PARTY,PARTY,PARTY,PARTY,JUICE,PARTY,JUICE,JUICE,JUICE,JUICE,JUICE,6.30640052224,0.000286701251753,0.73354298505,0.533665875788,0.000484015326947,0.414168073097,0.00047375226859,1.22067453584,1.19345745142,0.583881630213,0.504912655451,0.000312193064019,1.32131626981,0.000282066292129,0.246888828115,6.05812486797,0,4,1,5,3,2,
4851,sextet_rand,20,HAPPY,SAD,SMILE,ROOF,SEED,KEY,SMILE,HAPPY,THEMATIC,BASE,4.80405725294,SMILE,HAPPY,3.79987856583,0.320893832482,0.683284854633,0,1,5,4,3,2,
4851,sextet_rand,21,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,8.45524580486,OVEN,MICROWAVE,MICROWAVE,MICROWAVE,3.97422900202,1.79103552119,0.000290011870675,0.369703558856,2.31998771091,3,2,1,5,0,4,
4851,sextet_rand,22,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,BABY,BASE,THEMATIC,7.6636752846,BOTTLE,BABY,5.03491531056,0.80774530326,1.82101467077,1,3,2,4,5,0,
4851,sextet_rand,23,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,COURT,FIELD,TAXONOMIC,BASE,6.65046418458,COURT,FIELD,FIELD,FIELD,4.42998994223,1.10819859593,0.000157255330123,0.51473432465,0.597384066437,0,2,3,5,1,4,
4851,sextet_rand,24,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,14.6555433651,TOOTHBRUSH,FLOSS,13.6480060359,0.429018932162,0.578518396942,4,5,3,2,1,0,
4851,sextet_rand,25,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,TOAST,BISCUITS,TAXONOMIC,BASE,16.0956711423,TOAST,BISCUITS,BISCUITS,BISCUITS,14.2914897407,0.652747862507,0.000284052686766,0.688267033314,0.46288245311,5,2,0,3,4,1,
4851,sextet_rand,26,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,4.57083076483,RIVER,LAKE,1.67478744045,0.446876843576,2.4491664808,4,0,1,2,3,5,
4851,sextet_rand,27,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,9.89481110498,CAPTAIN,CAPTAIN,CAPTAIN,CAPTAIN,CAPTAIN,PILOT,2.53580554097,0.000214529340155,1.80848920369,0.000230751466006,0.287079308997,3.47277066624,1.79022110428,3,0,1,5,2,4,
4851,sextet_rand,28,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,3.35530625714,SILVER,GOLD,2.18297266134,0.686804724741,0.485528871068,5,0,1,2,4,3,
4851,sextet_rand,29,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,BEE,SPIDER,TAXONOMIC,BASE,4.42880043003,BEE,SPIDER,SPIDER,SPIDER,2.79351320246,0.519810525584,0.00048070459161,0.324955653981,0.790040343418,4,1,3,2,5,0,
4851,sextet_rand,30,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,3.94867783063,DOG,CAT,2.71788499248,0.439424928976,0.791367909173,5,2,1,4,3,0,
4851,sextet_rand,31,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,HAT,BASE,TAXONOMIC,4.47254322551,CROWN,HAT,3.14577830781,0.514940577443,0.811824340257,3,5,1,2,4,0,
4851,sextet_rand,32,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,BISCUIT,COOKIE,TAXONOMIC,BASE,5.30754203012,BISCUIT,COOKIE,2.62300012645,0.3170803088,2.36746159487,2,5,4,1,0,3,
4851,sextet_rand,33,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BAGEL,BASE,TAXONOMIC,6.38983587851,TORTILLA,BAGEL,5.4289533816,0.433643231168,0.527239265735,5,4,0,3,1,2,
4851,sextet_rand,34,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,BASE,THEMATIC,16.9568597409,ANTELOPE,CAMEL,DESERT,ANTELOPE,DESERT,11.0276554129,0.391179335304,3.58101230045,0.758104606881,0.502718033618,0.696190051734,3,0,1,2,4,5,
4851,sextet_rand,35,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,BASE,TAXONOMIC,11.249457552,SEATBELT,CAR,CAR,CAR,BIKE,BIKE,SEATBELT,BIKE,2.03476765612,0.92233707197,0.000285707996227,0.374382483307,3.67898036318,0.474064794485,1.02231767157,0.979656130774,1.76266567258,3,2,0,4,1,5,
4851,sextet_rand,36,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,BASE,THEMATIC,5.05177539575,SAXOPHONE,JAZZ,3.00551022554,0.588251341018,1.45801382919,0,3,5,4,1,2,
4851,sextet_rand,37,BICYCLE,CAR,HELMET,FISH,BEER,BANK,HELMET,BICYCLE,THEMATIC,BASE,6.88988686237,HELMET,BICYCLE,6.22327636613,0.316277479171,0.350333017064,5,1,3,4,2,0,
4851,sextet_rand,38,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,CROUTONS,THEMATIC,BASE,5.17550154508,SALAD,CROUTONS,3.92063739046,0.542819458293,0.712044696324,1,3,0,5,4,2,
4851,sextet_rand,39,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,BASE,THEMATIC,9.50084950961,POLICE,POLICE,POLICE,HANDCUFFS,3.13090990228,0.000218833098188,0.53333249467,4.18246249214,1.65392578742,5,0,1,4,3,2,
4851,sextet_rand,40,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,OCEAN,SUBMARINE,THEMATIC,BASE,5.74097867752,OCEAN,SUBMARINE,4.46735777333,0.335871820105,0.937749084085,0,3,4,1,5,2,
4851,sextet_rand,41,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,QUARTERBACK,BASE,THEMATIC,8.49435701768,BASEBALL,FOOTBALL,FOOTBALL,FOOTBALL,QUARTERBACK,QUARTERBACK,BASEBALL,QUARTERBACK,5.71821771155,0.723288946552,0.00035125866998,0.458233986516,0.283236320596,0.28757259401,0.261888996931,0.416567292297,0.344999910565,4,5,1,0,2,3,
4851,sextet_rand,42,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,8.89856702322,BANK,ROBBERY,TREASON,TREASON,TREASON,TREASON,BANK,TREASON,2.63777649612,0.529612330953,4.01281481679,0.000421444186941,0.710134789231,0.00041217438411,0.388819512562,0.267460469273,0.351114989724,3,0,2,4,1,5,
4851,sextet_rand,43,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,LADLE,BASE,TAXONOMIC,5.55280930782,SPOON,LADLE,4.48793570476,0.458451495506,0.60642210755,4,2,5,1,0,3,
4851,sextet_rand,44,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,TABLET,COMPUTER,TAXONOMIC,BASE,8.59170698468,TABLET,COMPUTER,COMPUTER,COMPUTER,3.52615271439,0.804619068047,0.00013672944624,0.563235168462,3.69756330433,0,1,4,3,2,5,
4851,sextet_rand,45,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,15.7467130334,CHAIR,CHAIR,CHAIR,LEGS,SOFA,LEGS,SOFA,3.78231000423,0.000354569288902,5.05517012381,1.11007672071,4.49427226558,0.379629844218,0.305815201486,0.619084304082,2,4,1,0,3,5,
4851,sextet_rand,46,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,6.30803928804,RECEPTIONIST,HOSTESS,3.36538781144,2.27747912146,0.665172355133,3,0,4,1,5,2,
4851,sextet_rand,47,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,8.62396848807,RABBI,PASTOR,7.64633019117,0.333820217755,0.643818079145,5,1,2,3,4,0,
4851,sextet_rand,48,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,BASE,THEMATIC,6.63561696722,COW,FARM,4.50893210084,0.539159879321,1.58752498706,0,4,5,1,2,3,
4851,sextet_rand,49,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,10.3061419617,BIRD,NEST,BAT,NEST,BAT,5.15767210524,0.660880444222,1.48392817774,0.498001368018,0.275953910663,2.22970595583,3,0,1,2,5,4,
4851,sextet_rand,50,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,BUTCHER,SURGEON,TAXONOMIC,BASE,6.99473509286,BUTCHER,SURGEON,5.11880422418,1.31148566201,0.564445206663,1,4,3,0,2,5,
4851,sextet_rand,51,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,BASE,TAXONOMIC,6.28157736,WAITRESS,STEWARDESS,5.46042927052,0.466347035603,0.35480105388,5,2,3,0,1,4,
4851,sextet_rand,52,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,WINGS,BASE,THEMATIC,14.5392820418,FLY,WINGS,13.2057213781,0.339605557383,0.993955106358,2,4,1,3,0,5,
4851,sextet_rand,53,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,DRESS,BASE,TAXONOMIC,7.81653173594,PANTS,DRESS,6.19677007548,0.578457812197,1.04130384827,2,0,3,5,1,4,
4851,sextet_rand,54,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,ORANGE,BASE,TAXONOMIC,4.6247448324,COCONUT,ORANGE,2.00165631203,0.424198312452,2.19889020792,0,1,3,5,2,4,
4851,sextet_rand,55,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,TEA,BASE,THEMATIC,6.45007591299,CUP,TEA,5.23234056134,0.332460869919,0.885274481727,1,2,5,4,3,0,
4851,sextet_rand,56,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,DONUT,CAKE,TAXONOMIC,BASE,4.44365956576,DONUT,CAKE,3.77898016467,0.336205532309,0.32847386878,1,3,4,2,5,0,
4851,sextet_rand,57,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,HONEY,BEE,THEMATIC,BASE,8.01539148623,HONEY,BEE,6.28807713522,0.530193678918,1.19712067209,5,4,0,3,1,2,
4851,sextet_rand,58,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,7.97653188172,SHIP,SAILOR,CANOE,SAILOR,CANOE,3.55563394411,0.828606956406,2.11978847673,0.687581731356,0.300833353773,0.484087419347,0,1,4,5,2,3,
4851,sextet_rand,59,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,5.19688296842,SHOE,GLOVE,3.94678613218,0.611243389547,0.638853446697,2,0,4,3,5,1,
